"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-08-01 00:00","2021","08","01","00:00","16.1","","12.0","","77","","0.0","","30","","4","","","","100.26","","","","","","NA"
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-08-01 01:00","2021","08","01","01:00","14.9","","12.2","","84","","0.0","","23","","2","","","","100.23","","","","","","NA"
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-08-01 02:00","2021","08","01","02:00","13.8","","11.5","","86","","0.0","","23","","2","","","","100.16","","","","","","NA"
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-08-01 03:00","2021","08","01","03:00","13.8","","11.7","","87","","0.0","","19","","5","","","","100.16","","","","","","NA"
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-08-01 04:00","2021","08","01","04:00","13.9","","12.1","","89","","0.0","","21","","6","","","","100.20","","","","","","NA"
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-08-01 05:00","2021","08","01","05:00","13.5","","12.3","","92","","0.7","","21","","5","","","","100.20","","","","","","NA"
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-08-01 06:00","2021","08","01","06:00","13.5","","12.7","","95","","1.8","","","","0","","","","100.23","","","","","","NA"
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-08-01 07:00","2021","08","01","07:00","14.2","","13.4","","95","","0.2","","19","","2","","","","100.23","","","","","","NA"
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-08-01 08:00","2021","08","01","08:00","14.8","","13.1","","90","","0.6","","6","","5","","","","100.24","","","","","","NA"
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-08-01 09:00","2021","08","01","09:00","14.7","","13.4","","92","","0.4","","6","","5","","","","100.21","","","","","","NA"
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-08-01 10:00","2021","08","01","10:00","14.9","","13.1","","89","","2.7","","11","","4","","","","100.22","","","","","","NA"
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-08-01 11:00","2021","08","01","11:00","15.3","","12.3","","82","","0.2","","6","","9","","","","100.21","","","","","","NA"
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-08-01 12:00","2021","08","01","12:00","16.4","","12.1","","75","","0.0","","6","","8","","","","100.19","","","","","","NA"
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-08-01 13:00","2021","08","01","13:00","16.8","","12.8","","77","","0.0","","6","","9","","","","100.15","","","","","","NA"
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-08-01 14:00","2021","08","01","14:00","17.2","","12.4","","73","","0.0","","6","","9","","","","100.17","","","","","","NA"
"-75.72","45.38","OTTAWA CDA RCS","6105978","2021-08-01 15:00","2021","08","01","15:00","17.7","","12.6","","72","","0.0","","6","","11","","","","100.13","","","","","","NA"
